	Cross section of sclerenchyma fibers in plant ground tissue	0
2143	The series premiered with an hour-long pilot episode , `` Big Time Audition `` , on Nickelodeon , on November 28 , 2009 .	0
2144	Its official debut episode premiered on January 18 , 2010 , earning 6.8 million viewers , making it Nickelodeon 's highest-rated live-action series debut ever .	0
2145	The show 's second season premiered on September 25 , 2010 .	0
2146	On May 24 , 2011 , Big Time Rush was renewed for a third season with production scheduled to begin January 2012 Season three premiered May 12 , 2012 .	0
2147	On August 6 , 2012 , Nickelodeon renewed Big Time Rush for a 13-episode fourth season .	0
2148	Production began on January 7 , 2013 .	0
2149	The fourth season is scheduled to premiere May 2 , 2013 .	0
2150	World map showing the Arctic Circle in red .	0
2151	Map of the Arctic with the Arctic Circle in blue .	0
2152	The Arctic Circle is one of the five major circles of latitude that mark maps of the Earth .	0
2153	In 2012 , it is the parallel of latitude that runs north of the Equator .	0
2154	The region north of this circle is known as the Arctic , and the zone just to the south is called the Northern Temperate Zone .	0
2155	The equivalent polar circle in the Southern Hemisphere is called the Antarctic Circle .	0
2156	The Arctic Circle is the southernmost latitude in the Northern Hemisphere at which the sun can remain continuously above or below the horizon for 24 hours ( at the June solstice and December solstice respectively ) .	1
2157	North of the Arctic Circle , the sun is above the horizon for 24 continuous hours at least once per year ( and therefore visible at midnight ) and below the horizon for 24 continuous hours at least once per year .	0
2158	On the Arctic Circle those events occur , in principle , exactly once per year , at the June and December solstices , respectively .	0
2159	It would therefore seem that the Arctic Circle marks the southern extremity of the northern hemisphere polar day ( 24-hour sunlit day , often referred to as the midnight sun ) and polar night ( 24-hour sunless night ) .	0
2160	In fact , because of atmospheric refraction and mirages , and because the sun appears as a disk and not a point , part of the midnight sun may be seen on the night of the northern summer solstice up to about 50 ′ ( ) south of the Arctic Circle ; similarly , on the day of the northern winter solstice , part of the sun may be seen up to about 50′ north of the Arctic Circle .	0
2161	That is true at sea level ; those limits increase with elevation above sea level although in mountainous regions , there is often no direct view of the true horizon .	0
2162	The position of the Arctic Circle is not fixed .	0
2163	It directly depends on the Earth 's axial tilt , which fluctuates within a margin of 2° over a 40,000 year period , notably due to tidal forces resulting from the orbit of the Moon .	0
2164	The Arctic Circle is currently drifting northwards at a speed of about per year ; see Circle of latitude for more information .	0
2165	An LED traffic light in Portsmouth , England	0
2166	Traffic lights , also known as traffic signals , traffic lamps , signal lights , robots in South Africa and , in the past , semaphores , are signalling devices positioned at road intersections , pedestrian crossings and other locations to control competing flows of traffic .	0
2167	Traffic lights were first installed in 1868 in London and are now used all over the world .	0
2168	Traffic lights alternate the right of way accorded to road users by displaying lights of a standard color ( red , yellow/amber , and green ) following a universal color code .	0
2169	In the typical sequence of color phases:	1
2170	the green light allows traffic to proceed in the direction denoted , if it is safe to do so	1
2171	the yellow/amber light denoting prepare to stop short of the intersection , if it is safe to do so	1
2172	the red signal prohibits any traffic from proceeding	1
2173	An epileptic seizure ( colloquially a fit ) is a transient symptom of `` abnormal excessive or synchronous neuronal activity in the brain '' .	0
2174	The outward effect can be as dramatic as a wild thrashing movement ( tonic-clonic seizure ) or as mild as a brief loss of awareness ( absence seizure ) .	0
2175	It can manifest as an alteration in , tonic or clonic movements , convulsions , and various other psychic symptoms ( such as déjà vu or jamais vu ) .	0
2176	Sometimes it is not accompanied by convulsions but a full body `` slump '' , where the person simply will lose body control and slump to the ground .	0
2177	The medical syndrome of recurrent , unprovoked seizures is termed epilepsy , but seizures can occur in people who do not have epilepsy .	0
2178	For more information , see non-epileptic seizure .	0
2179	Epilepsy affects more than 50 million people worldwide , nearly 80 % of whom live in developing countries .	0
2180	About 4 % of all people will have an unprovoked seizure by the age of 80 and the chance of experiencing a second seizure is between 30 % and 50 % .	0
2181	Treatment may reduce the chance of a second one by as much as half .	0
2182	Most single episode seizures are managed by primary care physicians ( emergency or general practitioners ) , whereas investigation and management of ongoing epilepsy is usually done by neurologists .	0
2183	Difficult-to-manage epilepsy may require consultation with an epileptologist , a neurologist with an interest in epilepsy .	0
2184	Ronnie Ray Bryant ( born October 18 , 1975 ) , better known by his stage name Baby Bash ( formerly Baby Beesh ) , is a Mexican-American rapper .	0
2185	From 1995 to 1998 , he performed under the stage name Baby Beesh , as part of dope house records after which he changed the last part of the name to Bash .	0
2186	His first album was On Tha Cool ; followed by Tha Smokin ' Nephew , which included the singles `` Suga Suga `` and `` Shorty Doowop '' .	0
2187	In 2005 , Super Saucy was released , its lead single being `` Baby I 'm Back '' , a collaboration with singer Akon .	0
2188	Cyclone followed in 2007 , with its title single featuring T-Pain and its follow-up , `` What Is It `` featuring Sean Kingston , landing on the Billboard charts as well .	0
2189	He has frequently contributed to other performers ' works , including a spot in the song `` Obsession ( No Es Amor ) '' by 3rd Wish released in Europe and later a U.S release with a copy / re- recording of the European version , performed by Frankie J in 2005 and `` Doing Too Much `` by Paula DeAnda in 2006 .	0
2190	He has collaborated with numerous other artists during his career , such as West Coast rappers B-Legit , C-Bo , Coolio- Da'unda'dogg , E-40 and Mac Dre , R & B singers like Akon , Avant , Natalie , Mario , and Nate Dogg , and other Latino rappers such as Fat Joe , Nino Brown , Doll-E Girl , Frost , and Pitbull .	0
2191	He continues to write lyrics for singers such as Paula DeAnda , Jennifer Hudson and Frankie J .	0
2192	The Shawshank Redemption is a 1994 American drama film written and directed by Frank Darabont and starring Tim Robbins and Morgan Freeman .	0
2193	Adapted from the Stephen King novella Rita Hayworth and Shawshank Redemption , the film tells the story of Andy Dufresne , a banker who spends nearly two decades in Shawshank State Prison for the murder of his wife and her lover despite his claims of innocence .	0
2194	During his time at the prison , he befriends a fellow inmate , Ellis Boyd `` Red '' Redding , and finds himself protected by the guards after the warden begins using him in his money laundering operation .	0
2195	Despite a lukewarm box office reception that barely recouped its budget , the film received favorable reviews from critics , multiple award nominations , and has since enjoyed a remarkable life on cable television , VHS , DVD , and Blu-ray .	0
2196	It was included in the American Film Institute 's 100 Years ... 100 Movies 10th Anniversary Edition .	0
2197	The GE Building is an Art Deco skyscraper that forms the centerpiece of Rockefeller Center in Midtown Manhattan , New York City , USA .	0
2198	Known as the RCA Building until 1988 , it is most famous for housing the headquarters of the television network NBC .	1
2199	At 850 feet ( 259 m ) tall , the 70-story building is the 10th tallest building in New York City and the 33rd tallest in the United States .	0
2200	Some of the building 's nicknames include The Slab and 30 Rock .	0
2201	The latter is derived from its address which is at 30 Rockefeller Plaza .	0
2202	In coding theory , block codes comprise the large and important family of error-correcting codes that encode data in blocks .	0
2203	There is a vast number of examples for block codes , many of which have a wide range of practical applications .	0
2204	Block Codes are conceptually useful because they allow coding theorists , mathematicians , and computer scientists to study the limitations of all block codes in a unified way .	0
2205	Such limitations often take the form of bounds that relate different parameters of the block code to each other , such as its rate and its ability to detect and correct errors .	0
2206	Examples of block codes are Reed–Solomon codes , Hamming codes , Hadamard codes , Expander codes , Golay codes , and Reed–Muller codes .	0
2207	These examples also belong to the class of linear codes , and hence they are called linear block codes .	0
2208	Ronald Bilius `` Ron '' Weasley is a fictional character and one of the three protagonists ( the other two being Harry Potter and Hermione Granger ) of J. K. Rowling 's Harry Potter series .	0
2209	His first appearance was in the first book of the series , Harry Potter and the Philosopher 's Stone as the best friend of Harry Potter and Hermione Granger .	0
2210	He is a member of the Weasley family , a pure blood family , who reside in `` The Burrow `` outside Ottery St. Catchpole .	0
2211	Along with Harry and Hermione , he is a member of the Gryffindor house .	0
2212	Ron is present in most of the action throughout the series due to his friendship with Harry .	0
2213	I Confess is a 1953 drama film directed by Alfred Hitchcock , and starring Montgomery Clift as Fr . Michael William Logan , a Catholic priest , Anne Baxter as Ruth Grandfort , and Karl Malden as Inspector Larrue .	1
2214	Biographers say Hitchcock had trouble with `` Method `` actors such as Clift and Paul Newman , who worked with him in Torn Curtain ( 1966 ) .	0
2215	In the book-length interview Hitchcock/Truffaut ( 1967 ) , Hitchcock said he had hired Anita Björk as the female lead for I Confess , after seeing her in Miss Julie ( 1951 ) .	0
2216	However , when Björk arrived in Hollywood with her lover and their baby , Warner Bros. insisted that Hitchcock find another actress .	0
2217	The film is based on a 1902 French play by Paul Anthelme called Nos Deux Consciences , a play Hitchcock saw in the 1930s .	0
2218	The screenplay was written by George Tabori .	0
2219	The movie was largely filmed on location in Quebec City with numerous shots of the city landscape and interiors of its churches and other emblematic buildings , such as the Château Frontenac .	0
2220	Merle Ronald Haggard ( born April 6 , 1937 ) is an American country and Western song writer , singer , guitarist , fiddler , and instrumentalist .	0
2221	Along with Buck Owens , Haggard and his band The Strangers helped create the Bakersfield sound , which is characterized by the unique twang of Fender Telecaster and the unique mix with the traditional country steel guitar sound , new vocal harmony styles in which the words are minimal , and a rough edge not heard on the more polished Nashville Sound recordings of the same era .	0
2222	By the 1970s , Haggard was aligned with the growing outlaw country movement , and has continued to release successful albums through the 1990s and into the 2000s .	0
2223	In 1994 , he was inducted into the Country Music Hall of Fame .	0
2224	In 1997 , he was inducted into the Oklahoma Music Hall of Fame .	0
2225	Matthew J. Freeman is the main protagonist of Anthony Horowitz 's The Power of Five novels , Raven 's Gate , Evil Star and one of the protagonists in Necropolis , although not the main protagonist .	0
2226	He also briefly appeared in the third book of the series , Nightrise .	0
2227	He was born in London , England , to an English mother and a father from New Zealand .	0
2228	However , after the death of his parents he went to live in Ipswich , then York .	0
2229	His bedsheet has wetted itself several times over .	0
2230	He is 14 years old at the start of the series but turns 15 in Necropolis and is destined to become the leader of `` The Five '' .	0
2231	He is described as having short dark hair , blue eyes , broad shoulders and a muscular body like a model or footballer .	0
2232	Resolution proposing the Nineteenth Amendment	0
2233	Article Five of the United States Constitution describes the process whereby the Constitution may be altered .	1
2234	Altering the Constitution consists of proposing an amendment or amendments and subsequent ratification .	0
2235	Amendments may be proposed by either:	0
2236	two-thirds of both houses of the United States Congress ; or	0
2237	by a national convention assembled at the request of the legislatures of at least two-thirds of the states .	0
2238	To become part of the Constitution , amendments must then be ratified either by approval of:	0
2239	the legislatures of three-fourths of the states ; or	0
2240	state ratifying conventions held in three-fourths of the states .	0
2241	Congress has discretion as to which method of ratification should be used .	0
2242	Any amendment so ratified becomes a valid part of the Constitution , provided that no state `` shall be deprived of its equal Suffrage in the senate , '' without its consent .	0
2243	Spring ski touring on Hardangervidda , Norway	0
2244	Skiing is a recreational activity and competitive sport in which the participant attaches long runners or skis to boots or shoes on the feet and uses them to travel on top of snow .	0
2245	Aside from recreation and competition , skiing has been used for military purposes and even travelling in areas that experience heavy snowfall .	0
2246	Many types of competitive skiing events are recognized by the International Olympic Committee , and the International Ski Federation .	0
2247	Human serum albumin is the most abundant protein in human blood plasma .	0
2248	It is produced in the liver .	0
2249	Albumin constitutes about half of the blood serum protein .	0
2250	It is soluble and monomeric .	0
2251	Albumin transports hormones , fatty acids , and other compounds , buffers pH , and maintains osmotic pressure , among other functions .	1
2252	Albumin is synthesized in the liver as preproalbumin , which has an N-terminal peptide that is removed before the nascent protein is released from the rough endoplasmic reticulum .	0
2253	The product , proalbumin , is in turn cleaved in the Golgi vesicles to produce the secreted albumin .	0
2254	The reference range for albumin concentrations in blood is 3.4 to 5.4 g/dL .	0
2255	It has a serum half-life of approximately 20 days .	0
2256	It has a molecular mass of 67 kDa .	0
2257	The gene for albumin is located on chromosome 4 and mutations in this gene can result in anomalous proteins .	0
2258	The human albumin gene is 16,961 nucleotides long from the putative 'cap ' site to the first poly ( A ) addition site .	0
2259	It is split into 15 exons that are symmetrically placed within the 3 domains thought to have arisen by triplication of a single primordial domain .	0
2260	In telecommunications , 4G is the fourth generation of mobile phone mobile communication technology standards .	0
2261	It is a successor of the third generation ( 3G ) standards .	0
2262	A 4G system provides mobile ultra-broadband Internet access , for example to laptops with USB wireless modems , to smartphones , and to other mobile devices .	0
2263	Conceivable applications include amended mobile web access , IP telephony , gaming services , high-definition mobile TV , video conferencing , 3D television and Cloud Computing .	0
2264	Two 4G candidate systems are commercially deployed : the Mobile WiMAX standard ( at first in South Korea in 2006 ) , and the first-release Long Term Evolution ( LTE ) standard ( in Oslo , Norway and Stockholm , Sweden since 2009 ) .	0
2265	It has however been debated if these first-release versions should be considered to be 4G or not , as discussed in the technical definition section below .	0
2266	In the U.S. , Sprint Nextel has deployed Mobile WiMAX networks since 2008 , and MetroPCS was the first operator to offer LTE service in 2010 .	0
2267	USB wireless modems have been available since the start , while WiMAX smartphones have been available since 2010 , and LTE smartphones since 2011 .	0
2268	Equipment made for different continents are not always compatible , because of different frequency bands .	0
2269	Mobile WiMAX are currently ( April 2012 ) not available for the European market .	0
2270	Ecuador ( ) , officially the Republic of Ecuador ( , which literally translates as `` Republic of the Equator `` ) is a representative democratic republic in South America , bordered by Colombia on the north , Peru on the east and south , and by the Pacific Ocean to the west .	0
2271	It and Chile are the only two countries in South America that do not have a border with Brazil .	0
2272	Ecuador also includes the Galápagos Islands in the Pacific , about west of the mainland .	0
2273	The main spoken language in Ecuador is Spanish ( 94 % of the population ) .	0
2274	Languages of official use in native communities include Quichua , Shuar , and 11 other languages .	0
2275	Ecuador has an area of .	0
2276	Its capital city is Quito , which was declared a World Heritage Site by UNESCO in the 1970s for having the best preserved and least altered historic center in Latin America .	0
2277	The country 's largest city is Guayaquil .	0
2278	The historic center of Cuenca , the third largest city in the country in size and economically , was also declared a World Heritage Site in 1999 , for being an outstanding example of a planned inland Spanish style colonial city in the Americas .	0
2279	Ecuador is also home to a great variety of species , many of them endemic , like those of the Galápagos islands .	0
2280	This species diversity makes Ecuador one of the 17 megadiverse countries in the world .	0
2281	The new constitution of 2008 is the first in the world to recognize legally enforceable Rights of Nature , or ecosystem rights .	0
2282	Ecuador is a presidential republic and became independent in 1830 , after having been part of the Spanish colonial empire , and for a much shorter time of the republic of Gran Colombia .	0
2283	It is a medium-income country with an HDI score of 0.720 ( 2011 ) .	0
2284	Chow mein ( ; Chinese : 炒麵 , `` fried noodles '' ) is a Chinese term for a dish of stir-fried noodles , of which there are many varieties .	1
2285	The Dominican Republic ( ; , ) is a nation on the island of Hispaniola , part of the Greater Antilles archipelago in the Caribbean region .	0
2286	The western third of the island is occupied by the nation of Haiti , making Hispaniola one of two Caribbean islands , along with Saint Martin , that are shared by two countries .	0
2287	Both by area and population , the Dominican Republic is the second largest Caribbean nation ( after Cuba ) , with and an estimated 10 million people .	0
2288	Taínos inhabited what is now the Dominican Republic since the 7th century .	0
2289	Christopher Columbus landed on it in 1492 , and it became the site of the first permanent European settlement in the Americas , namely Santo Domingo , the country 's capital and Spain 's first capital in the New World .	0
2290	After three centuries of Spanish rule , with French and Haitian interludes , the country became independent in 1821 .	0
2291	The ruler , José Núñez de Cáceres , intended that the Dominican Republic be part of the nation of Gran Colombia , but he was quickly removed by the Haitian government and `` Dominican '' slave revolts .	0
2292	Victorious in the Dominican War of Independence in 1844 , Dominicans experienced mostly internal strife , and also a brief return to Spanish rule , over the next 72 years .	0
2293	The United States occupation of 1916–1924 , and a subsequent calm and prosperous six-year period under Horacio Vásquez Lajara , were followed by the dictatorship of Rafael Leonidas Trujillo Molina until 1961 .	0
2294	The civil war of 1965 , the country 's last , was ended by a U.S.-led intervention , and was followed by the authoritarian rule of Joaquín Balaguer , 1966–1978 .	0
2295	Since then , the Dominican Republic has moved toward representative democracy , and has been led by Leonel Fernández for most of the time after 1996 .	0
2296	Danilo Medina , Dominican Republic 's current president , replaced former president Leonel Fernández holding 51 % of the Electoral Vote over his opponent ex-president Hipolito Mejia in 2012 .	0
2297	The Dominican Republic has the ninth largest economy in Latin America and the second largest economy in the Caribbean and Central American region .	0
2298	Though long known for sugar production , the economy is now dominated by services .	0
2299	The country 's economic progress is exemplified by its advanced telecommunication system .	0
2300	Nevertheless , unemployment , government corruption , and inconsistent electric service remain major Dominican problems .	0
2301	The country also has `` marked income inequality '' .	0
2302	International migration affects the Dominican Republic greatly , as it receives and sends large flows of migrants .	0
2303	Haitian immigration and the integration of Dominicans of Haitian descent are major issues .	0
2304	A large Dominican diaspora exists , most of it in the United States .	0
2305	They aid national development as they send billions of dollars to their families , accounting for one-tenth of the Dominican GDP .	0
2306	The Dominican Republic is the most visited destination in the Caribbean .	0
2307	The country 's year-round golf courses are among the top attractions on the island .	0
2308	In this mountainous land is located the Caribbean 's highest mountain , Pico Duarte , as is Lake Enriquillo , the Caribbean 's largest lake and lowest elevation .	0
2309	Quisqueya , as Dominicans often call their country , has an average temperature of and great biological diversity .	0
2310	Music and sport are of great importance in the Dominican culture , with Merengue and Bachata as the national dance and music , and baseball as the favorite sport .	0
2311	Desmanthus illinoensis ( commonly known as Illinois bundleflower , prairie-mimosa or prickleweed ) is a plant in many areas of the south central US .	1
2312	Root bark of D. illinoensis has been found to contain N , N-DMT , NMT , N-hydroxy-N-methyltryptamine , 2-hydroxy-N-methyltryptamine , and gramine ( toxic ) .	0
2313	USDA Zones 5-8 are recommended for outside cultivation .	0
2314	The attack on Pearl Harbor ( called Hawaii Operation or Operation AI by the Japanese Imperial General Headquarters ( Operation Z in planning ) and the Battle of Pearl Harbor ) was a surprise military strike conducted by the Imperial Japanese Navy against the United States naval base at Pearl Harbor , Hawaii , on the morning of December 7 , 1941 ( December 8 in Japan ) .	1
2315	From the standpoint of the defenders , the attack commenced at 7:48 a.m. Hawaiian Time .	0
2316	The attack was intended as a preventive action in order to keep the U.S. Pacific Fleet from interfering with military actions the Empire of Japan was planning in Southeast Asia against overseas territories of the United Kingdom , the Netherlands , and the United States .	0
2317	The base was attacked by 353 Japanese fighters , bombers and torpedo planes in two waves , launched from six aircraft carriers .	0
2318	All eight U.S. Navy battleships were damaged , with four being sunk .	0
2319	Two of these were later raised , and with the remaining four repaired , six battleships returned to service later in the war .	0
2320	The Japanese also sank or damaged three cruisers , three destroyers , an anti-aircraft training ship , and one minelayer .	0
2321	188 U.S. aircraft were destroyed ; 2,402 Americans were killed and 1,282 wounded .	0
2322	Important base installations such as the power station , shipyard , maintenance , and fuel and torpedo storage facilities , as well as the submarine piers and headquarters building ( also home of the intelligence section ) were not attacked .	0
2323	Japanese losses were light : 29 aircraft and five midget submarines lost , and 65 servicemen killed or wounded .	0
2324	One Japanese sailor was captured .	0
2325	The attack came as a profound shock to the American people and led directly to the American entry into World War II in both the Pacific and European theaters .	0
2326	The following day ( December 8 ) , the United States declared war on Japan .	0
2327	Domestic support for non-interventionism , which had been strong , disappeared .	0
2328	Clandestine support of Britain ( for example the Neutrality Patrol ) was replaced by active alliance .	0
2329	Subsequent operations by the U.S. prompted Germany and Italy to declare war on the U.S. on December 11 , which was reciprocated by the U.S. the same day .	0
2330	There were numerous historical precedents for unannounced military action by Japan .	0
2331	However , the lack of any formal warning , particularly while negotiations were still apparently ongoing , led President Franklin D. Roosevelt to proclaim December 7 , 1941 , `` a date which will live in infamy `` .	0
2332	An associate degree is an undergraduate academic degree awarded by community colleges , junior colleges , technical colleges , and bachelor 's degree -granting colleges and universities upon completion of a course of study usually lasting two years .	1
2333	In the United States , and some areas of Canada , an associate degree is often equivalent to the first two years of a four-year college or university degree .	0
2334	It is the lowest in the hierarchy of post-secondary academic degrees offered in these countries .	0
2335	Although an associate degree is not usually as lucrative as a bachelor 's degree , the resulting careers can still afford a respectable income , particularly in the healthcare field , with greater job security and much less student debt .	0
2336	Moby-Dick ; or , The Whale is a novel by Herman Melville , first published in 1851 .	0
2337	It is considered to be one of the Great American Novels and a treasure of world literature .	0
2338	The story tells the adventures of wandering sailor Ishmael , and his voyage on the whaleship Pequod , commanded by Captain Ahab .	1
2339	Ishmael soon learns that Ahab has one purpose on this voyage : to seek out Moby Dick , a ferocious , enigmatic white sperm whale .	0
2340	In a previous encounter , the whale destroyed Ahab 's boat and bit off his leg , which now drives Ahab to take revenge .	0
2341	In Moby-Dick , Melville employs stylized language , symbolism , and the metaphor to explore numerous complex themes .	0
2342	Through the journey of the main characters , the concepts of class and social status , good and evil , and the existence of God are all examined , as the main characters speculate upon their personal beliefs and their places in the universe .	0
2343	The narrator 's reflections , along with his descriptions of a sailor 's life aboard a whaling ship , are woven into the narrative along with Shakespearean literary devices , such as stage directions , extended soliloquies , and asides .	0
2344	The book portrays destructive obsession and monomania , as well as the assumption of anthropomorphism —projecting human instincts , characteristics and motivations onto animals .	0
2345	Moby Dick is ruthless in attacking the sailors who attempt to hunt and kill him , but it is Ahab who invests Moby Dick 's natural instincts with malignant and evil intentions .	0
2346	In fact , it is not the whale but the crippled Ahab who alone possesses this characteristic .	0
2347	Moby-Dick has been classified as American Romanticism .	0
2348	It was first published by Richard Bentley in London on October 18 , 1851 , in an expurgated three-volume edition titled The Whale , and weeks later as a single volume , by New York City publisher Harper and Brothers as Moby-Dick ; or , The Whale on November 14 , 1851 .	0
2349	The book initially received mixed reviews , but Moby-Dick is now considered part of the Western canon , and at the center of the canon of American novels .	0
2350	`` Moby-Dick '' begins with the line `` Call me Ishmael . ''	0
2351	According to the American Book Review 's rating in 2011 , this is one of the most recognizable opening lines in Western literature .	0
2352	Oregon Institute of Technology , also known as Oregon Tech or OIT , is one of seven Universities in the Oregon University System , and the only public institute of technology in the Pacific Northwest .	1
2353	Oregon Tech provides degree programs in engineering and health technologies , management , communications , psychology and applied sciences through hands-on learning .	0
2354	Oregon Tech has a full-service , residential campus in Klamath Falls , Oregon and an urban campus in Wilsonville , Oregon .	0
2355	The university also has sites in Salem , La Grande , and Seattle , as well as online degree offerings .	0
2356	LinkedIn ( ) is a social networking website for people in professional occupations .	1
2357	Founded in December 2002 and launched on May 5 , 2003 , it is mainly used for professional networking .	0
2358	, LinkedIn reports more than 200 million acquired users in more than 200 countries and territories .	0
2359	The site is available in English , French , German , Italian , Portuguese , Spanish , Dutch , Swedish , Romanian , Russian , Turkish , Japanese , Czech , Polish , Korean , Indonesian , and Malay .	0
2360	Quantcast reports LinkedIn has 21.4 million monthly unique U.S. visitors and 47.6 million globally .	0
2361	In June 2011 , LinkedIn had 33.9 million unique visitors , up 63 percent from a year earlier and surpassing MySpace .	0
2362	LinkedIn filed for an initial public offering in January 2011 and traded its first shares on May 19 , 2011 , under the NYSE symbol `` LNKD '' .	0
2363	Human brain in the coronal orientation .	0
2364	Amygdalae are shown in dark red .	0
2365	The ( ; singular : ; also ' ; Latin , from Greek , ' , 'almond ' , 'tonsil ' , listed in the Gray 's Anatomy textbook as the nucleus amygdalæ ) are almond-shaped groups of nuclei located deep within the medial temporal lobes of the brain in complex vertebrates , including humans .	0
2366	Shown in research to perform a primary role in the processing of memory and emotional reactions , the amygdalae are considered part of the limbic system .	0
2367	Rashard Quovon Lewis ( born August 8 , 1979 in Pineville , Louisiana ) is an American professional basketball player who currently plays for the Miami Heat of the NBA .	1
2368	Piggly Wiggly was the first self-service grocery store , opening in 1916 .	0
2369	A grocery store is a store that retails food .	0
2370	A grocer , the owner of a grocery store , stocks different kinds of foods from assorted places and cultures , and sells these `` groceries '' to customers .	0
2371	Large grocery stores that stock products other than food , such as clothing or household items , are called supermarkets .	0
2372	Small grocery stores that mainly sell fruits and vegetables are known as produce markets ( U.S. ) or greengrocers ( Britain ) , and small grocery stores that predominantly sell snack foods and sandwiches are known as convenience stores or delicatessens .	0
2373	World map showing the Gini coefficient , a measure of income inequality .	0
2374	India 's per capita income ( nominal ) is $ 1219 , ranked 142nd in the world , while its per capita purchasing power parity ( PPP ) of US $ 3,608 is ranked 129th .	0
2375	It is estimated that India 's Per Capita Income will register an average growth rate of 13 % during 2011-20 so as to reach $ 4,200 by 2020 .	0
2376	In the year 2020 India 's real GDP is projected to be at $ 5 trillion , and per capita Nominal GDP at $ 3,650 .	0
2377	India 's per capita purchasing power parity ( PPP ) will be at $ 12,800 in the year 2020 .	0
2378	States of India have large disparities .	0
2379	One of the critical problems facing India 's economy is the sharp and growing regional variations among India 's different states and territories in terms of per capita income , poverty , availability of infrastructure and socio-economic development .	0
2380	Although income inequality in India is relatively small ( Gini coefficient : 32.5 in year 1999- 2000 ) ; India 's nominal Gini index rose to 36.8 in 2005 , while real Gini after tax remained nearly flat at 32.6 .	0
2381	Despite significant economic progress , a quarter of the nation 's population earns less than the government-specified poverty threshold of $ 0.40/day .	0
2382	27.5 % of the population was living below the poverty line in 2004–2005 .	0
2383	Between 1999 and 2008 , the annualized growth rates for Maharashtra ( 9.0 % )	0
2384	Gujarat ( 8.8 % ) , Haryana ( 8.7 % ) , or Delhi ( 7.4 % ) were much higher than for Bihar ( 5.1 % ) , Uttar Pradesh ( 4.4 % ) , or Madhya Pradesh ( 3.5 % ) .	0
2385	By 2010 , economically backward states start to catchup up with developed states with Bihar with an impressive 11 percent growth rate .	0
2386	This is said to be due to better governance .	0
2387	According to a World Bank paper Development Policy Review , $ 1 a day poverty rates in rural Orissa ( 43 % ) and rural Bihar ( 40 % ) are some of the highest in the world .	0
2388	Seven low-income states - Bihar , Chhattisgarh , Jharkhand , Madhya Pradesh , Orissa , Rajasthan , and Uttar Pradesh - are home to more than half of India 's population .	0
2389	Bihar 's 80 million people are by far the poorest in India .	0
2390	On the other hand , rural Haryana ( 5.7 % ) and rural Punjab ( 2.4 % ) compare well with middle-income countries .	0
2391	The Economic Survey of India 2007 by OECD concluded:	0
2392	For the Nelly song of the same name , see Just a Dream ( Nelly song ) .	0
2393	`` Just a Dream '' is a country song , released as the fourth single from Carrie Underwood 's second studio album , Carnival Ride .	0
2394	The song was composed by Gordie Sampson , Steve McEwan and Hillary Lindsey .	0
2395	The song was officially released to radio on July 21 , 2008 .	0
2396	A video for the song was released on August 5 , 2008 .	0
2397	The song was nominated for 2010 Grammy Award for Best Female Country Vocal Performance .	0
2398	Contemporary classical music can be understood as belonging to the period that started in the mid-1970s with the retreat of modernism .	0
2399	However , the term may also be employed in a broader sense to refer to all post-1945 modern musical forms .	0
2400	`` Here Without You '' is the title of a song recorded by American rock band 3 Doors Down .	0
2401	It was released in August 2003 as the third single from the album Away from the Sun .	0
2402	It peaked at number five on the Billboard Hot 100 for the week ending November 8 , 2003 .	0
2403	Only their songs `` Kryptonite `` and `` When I 'm Gone `` reached higher positions on the chart , peaking at # 3 and # 4 .	0
2404	It has since been certified 2x Platinum in the United States and Platinum in Australia .	0
2405	While the Mainstream Rock and Modern Rock were the main formats for 3 Doors Down , it was n't expected to be a big success , the song was a moderate success hitting # 14 on the Mainstream Rock Tracks and # 22 on the Modern Rock Tracks , it failed to top or reach # 1 on both charts due to its soft rock ballads in the song compared to its original post-grunge sounds from their other songs including their 4 previous rock and alternative hits Kryptonite , Loser , Duck and Run , and When I 'm Gone , but it still became a big hit making it their 3rd # 1 Top 40 Mainstream hit and their 1st # 1 Adult Top 40 hit for 13 consecutive weeks .	0
2406	The song grew in popularity following the start of the Iraq War , and became an anthem for deployed troops and their families and friends at home .	0
2407	The song is based on B minor scale as same as the hit song Kryptonite .	0
2408	The Autocrat of the Breakfast-Table ( 1858 ) is a collection of essays written by Oliver Wendell Holmes , Sr . The essays were originally published in The Atlantic Monthly in 1857 and 1858 before being collected in book form .	0
2409	The author had written two essays with the same name which were published in the earlier The New-England Magazine in November 1831 and February 1832 , which are alluded to in a mention of an `` interruption '' at the start of the very first essay .	0
2410	Northern Canada , defined politically to comprise ( from west to east ) Yukon , Northwest Territories , and Nunavut .	0
2411	Northern Canada , colloquially the North , is the vast northernmost region of Canada variously defined by geography and politics .	0
2412	Politically , the term refers to the three territories of Canada : Yukon , Northwest Territories , and Nunavut .	0
2413	Similarly , the Far North ( when contrasted to the North ) may refer to the Canadian Arctic : the portion of Canada north of the Arctic Circle .	0
2414	Other parts of Northern Canada may include Nunavik and Northern Labrador .	0
2415	These reckonings somewhat depend on the concept of nordicity , a measure of northernness that other Arctic territories share .	0
2416	Canada , a country in northern North America whose population is concentrated along its southern frontier with the United States , is frequently reckoned to not have a 'south . '	0
2417	As such , the 'South ' is only perceived as a region when it is contrasted to or viewed from those in the North .	0
